index,marca,nombre,pegatina,anyo,km,combustible,cv,transmision,unico_dueno,ubicacion,longitud,anchura,altura,peso,maletero,deposito,velocidad_maxima,0a100,consumo,emisiones,numero_llaves,numero_extras,precio
167,Volvo,Volvo XC60,C,2018,87814,Diésel,150,MANUAL,False,Barcelona,4.69,1.9,1.66,1764,1432,-,190,10.2,5.0,131,2,5,24790
168,Mazda,Mazda CX-5,C,2016,179232,Diésel,150,AUTO,False,Girona,4.56,1.84,1.71,1570,1620,-,194,10.2,5.5,144,2,5,15400
169,Volkswagen,Volkswagen Golf,B,2014,55524,Diésel,150,MANUAL,False,Barcelona,4.26,1.8,1.45,1354,1270,-,216,8.6,4.1,106,2,5,17500
170,Mercedes,Mercedes GLA,C,2017,78624,Diésel,136,AUTO,False,,4.42,1.8,1.49,1505,1235,-,205,9.5,4.2,110,2,5,22990
171,Audi,Audi A1,C,2015,95911,Diésel,90,MANUAL,False,Madrid,3.97,1.75,1.42,1195,920,-,182,11.6,3.4,91,2,5,12900
172,Mazda,Mazda Mazda3,ECO,2022,39094,Híbrido,186,MANUAL,False,Santander,4.46,1.8,1.44,1274,1026,-,216,8.2,5.2,118,2,5,25990
173,Ford,Ford Fiesta,ECO,2022,29554,Híbrido,125,MANUAL,False,Málaga,4.07,1.74,1.51,1211,1093,-,200,9.4,5.1,116,2,5,17300
174,Ford,Ford Transit Connect,C,2021,129836,Diésel,100,MANUAL,True,Toledo,4.82,1.84,1.83,1435,,-,160,4.9,137.0,,2,5,15200
175,Hyundai,Hyundai Tucson,C,2018,137375,Diésel,115,MANUAL,True,Madrid,4.47,1.85,1.66,1425,1503,-,176,13.7,4.6,119,2,5,17990
176,Seat,Seat Ibiza,C,2016,76839,Gasolina,90,MANUAL,False,Barcelona,4.06,1.69,1.45,1089,847,-,184,10.7,4.9,116,1,5,11990
177,Mercedes,Mercedes Clase A,C,2020,96114,Diésel,116,AUTO,False,Girona,4.42,1.8,1.44,1425,1185,-,202,10.6,4.6,120,2,5,25990
178,Chevrolet,Chevrolet Aveo,C,2012,129273,Gasolina,86,MANUAL,False,Vizcaya,4.4,1.74,1.52,1178,,-,171,13.4,5.5,129,1,2,3800
179,Seat,Seat León,C,2016,134367,Diésel,110,MANUAL,False,,4.26,1.82,1.46,1260,1210,-,194,10.5,4.0,102,1,5,10900
180,Opel,Opel Insignia,C,2017,119042,Diésel,136,MANUAL,True,Alicante,4.84,1.86,1.5,1571,1470,-,210,10.9,3.9,104,2,5,12800
181,Ford,Ford Focus,B,2009,176264,Diésel,109,MANUAL,False,Córdoba,4.34,1.84,1.5,1385,1258,-,188,10.9,4.5,119,2,5,5350
182,Ford,Ford Transit Courier,C,2015,82568,Gasolina,100,MANUAL,True,Barcelona,4.16,1.76,1.75,1210,,-,173,5.3,120.0,,1,5,12390
183,Renault,Renault Mégane,C,2009,94397,Gasolina,100,MANUAL,False,,4.3,1.81,1.47,1205,1190,-,190,10.9,6.7,159,2,5,5900
184,Peugeot,Peugeot 5008,C,2016,116681,Diésel,150,MANUAL,False,Alicante,4.53,1.84,1.65,1530,1754,-,195,9.9,4.1,108,2,5,13500
185,Opel,Opel Grandland X,C,2018,107983,Diésel,130,MANUAL,False,Cádiz,4.48,1.86,1.61,1435,1652,-,195,4.2,110.0,,1,5,16990
186,Fiat,Fiat 500,ECO,2022,54209,Híbrido,70,MANUAL,False,Gipuzkoa,3.57,1.63,1.49,980,550,-,167,13.8,5.4,116,2,5,11350
187,Mercedes,Mercedes Clase A,C,2018,70651,Gasolina,122,AUTO,False,Girona,4.3,1.78,1.43,1370,1157,-,202,8.9,5.5,127,1,5,21390
188,Opel,Opel Corsa,B,2013,77620,Diésel,75,MANUAL,False,Barcelona,4.0,1.74,1.49,1255,1100,-,163,14.9,4.2,112,1,5,8750
189,Opel,Opel Zafira Tourer,C,2016,103136,Diésel,120,MANUAL,False,Murcia,4.66,1.93,1.69,1701,1860,-,186,12.7,4.5,119,2,5,12750
190,Toyota,Toyota C-HR,ECO,2020,76657,Híbrido,122,AUTO,True,Alicante,4.39,1.8,1.56,1495,1102,-,170,11.0,4.9,111,2,5,22900
191,Mini,Mini MINI,C,2007,91930,Gasolina,120,AUTO,False,Barcelona,3.7,1.68,1.41,1140,,-,203,9.1,5.8,139,1,5,8500
192,Lexus,Lexus CT,ECO,2018,66873,Híbrido,136,AUTO,False,Alicante,4.35,1.77,1.46,1410,985,-,180,10.3,3.8,88,2,5,18900
193,Fiat,Fiat 500,ECO,2022,31432,Híbrido,70,MANUAL,False,Gipuzkoa,3.57,1.63,1.49,980,550,-,167,13.8,5.4,116,2,5,11650
194,Seat,Seat Ibiza,C,2017,94650,Gasolina,95,MANUAL,False,,4.06,1.78,1.44,1122,1165,-,182,10.9,4.7,106,2,5,9800
195,Skoda,Skoda Karoq,C,2019,62506,Gasolina,150,AUTO,False,Girona,4.38,1.84,1.6,1280,1630,-,203,7.2,128.0,,2,5,24990
196,Volkswagen,Volkswagen Golf,B,2012,223348,Diésel,105,MANUAL,False,Barcelona,4.2,1.79,1.48,1318,1305,-,190,11.3,4.1,107,1,5,7250
197,Volvo,Volvo XC40,C,2022,37201,Gasolina,163,AUTO,True,Madrid,4.43,1.86,1.65,1554,1328,-,180,9.6,7.4,166,2,5,34900
198,Opel,Opel Combo Life,C,2020,73683,Diésel,131,MANUAL,False,Murcia,4.4,1.85,1.84,1437,2126,-,185,10.6,5.5,143,2,5,20450
199,Hyundai,Hyundai i10,C,2015,91029,Gasolina,66,MANUAL,True,Madrid,3.67,1.66,1.5,1008,1046,-,155,14.9,4.7,108,2,5,8900
200,KIA,KIA XCeed,C,2022,10550,Gasolina,120,MANUAL,True,Madrid,4.39,1.83,1.5,1347,1378,-,186,11.5,6.0,136,2,5,22800
201,Seat,Seat León,C,2017,87038,Gasolina,125,MANUAL,True,Madrid,4.28,1.82,1.44,1233,1210,-,203,9.1,5.2,120,2,5,17800
202,Renault,Renault Captur,ECO,2022,11284,Híbrido,140,MANUAL,False,,4.23,1.8,1.58,1352,1275,-,196,9.2,6.0,131,1,5,20590
203,Volvo,Volvo V60 Cross Country,ECO,2022,72673,Híbrido,197,AUTO,False,Murcia,4.78,1.89,1.5,1924,1441,-,180,8.2,6.0,156,2,5,37500
204,Toyota,Toyota Auris,ECO,2015,94789,Híbrido,136,AUTO,False,Sevilla,4.6,1.76,1.49,1385,1658,-,175,11.2,3.5,81,2,5,13900
205,Renault,Renault Kangoo Combi,C,2016,145004,Diésel,75,MANUAL,False,Madrid,4.28,1.83,1.84,1320,,-,150,4.3,112.0,,2,2,9750
206,Seat,Seat León,ECO,2019,97280,GNC,130,MANUAL,False,Sevilla,4.28,1.82,1.46,1301,,-,206,10.1,98.0,,2,5,14900
207,Opel,Opel Astra,C,2018,53243,Diésel,110,MANUAL,False,Sevilla,4.37,1.81,1.49,1360,1210,-,195,11.0,3.7,97,1,5,13800
208,Dacia,Dacia Sandero,C,2018,79149,Gasolina,73,MANUAL,True,Sevilla,4.07,1.73,1.52,970,1200,-,158,16.7,5.3,120,2,5,8200
209,Renault,Renault Mégane,0_EMISIONES,2021,65441,Híbrido Enchufable,160,AUTO,False,Madrid,4.63,1.81,1.46,1603,1408,-,178,9.8,46.0,,2,5,22300
210,Dacia,Dacia Sandero,C,2020,24729,Gasolina,100,MANUAL,True,Badajoz,4.09,1.76,1.62,1040,1200,-,168,17.5,6.0,134,2,5,14850
211,Nissan,Nissan QASHQAI,C,2016,73362,Gasolina,115,AUTO,False,Castellón,4.38,1.81,1.59,1332,1598,-,173,12.9,5.8,133,2,5,15990
212,Audi,Audi Q3 Sportback,0_EMISIONES,2023,24660,Híbrido Enchufable,245,AUTO,False,Madrid,4.5,1.84,1.57,1815,1250,-,210,7.3,1.9,50,2,5,48790
213,Toyota,Toyota Auris,C,2014,80922,Gasolina,132,MANUAL,True,Valencia,4.28,1.76,1.46,1190,,-,200,10.0,5.9,138,2,5,12700
214,Citroën,Citroën C5 Aircross,C,2022,89098,Diésel,131,AUTO,False,Barcelona,4.5,1.97,1.69,1505,1630,-,189,10.6,5.3,138,1,5,19256
215,KIA,KIA Carens,C,2018,51748,Gasolina,135,MANUAL,False,Valencia,4.53,1.81,1.61,1505,1694,-,185,11.3,6.5,150,1,5,16200
216,Hyundai,Hyundai i20,C,2020,69895,Gasolina,84,MANUAL,True,Madrid,4.04,1.73,1.47,1040,1017,-,170,12.8,5.9,133,2,5,13500
217,Mercedes,Mercedes Clase GLK,C,2009,150312,Gasolina,272,AUTO,False,Girona,4.53,1.84,1.69,1830,1550,-,230,6.7,10.5,245,2,5,16700
218,Ford,Ford Transit Courier,C,2017,126364,Diésel,75,MANUAL,False,Girona,4.16,1.76,1.75,1230,,-,154,4.0,104.0,,2,5,10850
219,KIA,KIA Sportage,ECO,2023,29897,Híbrido,150,AUTO,True,Vizcaya,4.51,1.87,1.65,1653,1751,-,189,9.6,6.5,149,2,5,34990
220,Volkswagen,Volkswagen Golf,B,2010,155499,Diésel,105,MANUAL,True,,4.2,1.79,1.51,1314,1305,-,189,11.3,4.5,119,2,5,8150
221,Mitsubishi,Mitsubishi Eclipse Cross,0_EMISIONES,2022,36392,Híbrido Enchufable,188,AUTO,True,Cádiz,4.55,1.81,1.69,1910,1153,-,162,10.9,45.0,,2,5,27250
222,Mercedes,Mercedes Clase E,C,2016,53299,Diésel,170,MANUAL,False,Toledo,4.7,1.79,1.4,1725,,-,235,8.5,4.6,118,2,5,26750
223,Peugeot,Peugeot Rifter,C,2020,70499,Diésel,130,AUTO,True,Madrid,4.4,1.85,1.82,1430,1355,-,179,4.3,147.0,,2,5,23990
224,Opel,Opel Zafira Tourer,C,2016,85713,Gasolina,140,MANUAL,False,Valencia,4.66,1.93,1.69,1628,1792,-,202,10.7,6.1,144,1,5,13750
225,Mazda,Mazda CX-5,C,2020,70672,Diésel,150,MANUAL,True,Valencia,4.55,1.84,1.68,1655,1620,-,204,9.9,5.7,151,1,5,26900
226,Ford,Ford Puma,ECO,2024,67,Híbrido,125,AUTO,False,Málaga,4.21,1.81,1.54,1280,1161,-,191,10.0,5.7,129,1,5,26700
227,Fiat,Fiat Tipo,C,2018,84094,Diésel,120,MANUAL,True,Córdoba,4.57,1.79,1.51,1320,,-,200,10.1,3.7,98,2,5,12990
228,Citroën,Citroën Berlingo,C,2016,62124,Diésel,120,MANUAL,False,Barcelona,4.38,1.81,1.8,1398,,-,176,4.4,115.0,,1,5,14750
229,Ford,Ford Focus,ECO,2020,74907,Híbrido,125,MANUAL,True,Madrid,4.4,1.83,1.48,1322,1320,-,199,10.0,4.9,94,2,5,17990
230,Ford,Ford Focus,C,2018,109386,Gasolina,125,MANUAL,True,Santander,4.36,1.82,1.47,1280,1262,-,193,11.0,4.7,108,2,5,15300
231,Seat,Seat Tarraco,C,2020,88721,Diésel,190,AUTO,False,Madrid,4.74,1.84,1.67,1816,,-,210,8.0,5.5,146,2,5,33500
232,Infiniti,Infiniti Q30,C,2019,41334,Gasolina,122,MANUAL,False,Ciudad,4.43,1.81,1.5,1432,,-,200,9.4,7.3,166,2,5,18950
233,Skoda,Skoda Scala,C,2021,52718,Gasolina,150,MANUAL,True,Vizcaya,4.36,1.79,1.47,1312,1410,-,,112.0,,,2,5,18200
234,Peugeot,Peugeot 3008,C,2020,58320,Diésel,130,AUTO,False,Madrid,4.45,1.84,1.62,1430,1482,-,189,11.5,4.1,135,1,5,25900
235,BMW,BMW Serie 1,C,2017,129676,Diésel,116,MANUAL,False,Barcelona,4.33,1.77,1.44,1395,1200,-,200,10.3,4.0,97,2,5,17990
236,Opel,Opel Crossland X,C,2018,95719,Gasolina,130,MANUAL,False,Murcia,4.21,1.83,1.61,1274,1255,-,206,9.1,5.1,116,2,5,11800
237,BMW,BMW Serie 1,C,2017,73815,Diésel,116,MANUAL,False,Almería,4.33,1.77,1.44,1395,1200,-,200,10.3,3.7,97,2,5,18990
238,Volkswagen,Volkswagen Polo,C,2019,119751,Gasolina,80,MANUAL,False,Málaga,4.05,1.75,1.46,1105,1125,-,170,14.9,5.8,110,2,5,11990
239,Audi,Audi A1,C,2019,42876,Gasolina,116,MANUAL,False,Córdoba,4.03,1.74,1.41,1180,1090,-,203,9.5,4.9,111,2,5,21350
240,SsangYong,SsangYong Tivoli,C,2016,125996,Diésel,115,MANUAL,False,Murcia,4.2,1.8,1.59,1355,1115,-,175,4.3,113.0,,2,5,13990
241,Hyundai,Hyundai Tucson,ECO,2024,8495,Híbrido,150,MANUAL,False,Valencia,4.5,1.87,1.65,1463,1756,-,189,10.3,6.6,149,2,5,29750
242,Volvo,Volvo XC40,0_EMISIONES,2022,23251,Híbrido Enchufable,211,AUTO,False,Badajoz,4.43,1.86,1.65,1741,1328,-,180,8.5,1.8,45,1,5,34500
243,BYD,BYD Seal,0_EMISIONES,2024,3111,Eléctrico,313,AUTO,True,Madrid,4.8,1.88,1.46,2055,,-,180,5.9,570.0,,2,5,44500
244,Opel,Opel Corsa,C,2020,50177,Gasolina,75,MANUAL,True,,4.06,1.75,1.44,1055,1118,-,174,13.2,18.5,123,2,5,10990
245,Volkswagen,Volkswagen Polo,B,2006,108827,Diésel,70,MANUAL,True,Alicante,3.92,1.65,1.47,1089,1030,-,164,14.6,4.5,122,2,1,5750
246,Mazda,Mazda Mazda3,C,2017,143315,Diésel,150,MANUAL,False,Alicante,4.47,1.8,1.47,1395,1263,-,210,8.1,4.1,107,2,5,13850
247,Skoda,Skoda Octavia,C,2018,114182,Gasolina,230,MANUAL,False,Toledo,4.68,1.81,1.45,1420,1580,-,250,6.7,6.5,149,2,5,24300
248,BMW,BMW X2,C,2022,27329,Gasolina,140,AUTO,False,Badajoz,4.36,1.82,1.53,1470,1355,-,205,9.6,5.6,129,1,5,24214
249,Volkswagen,Volkswagen T-Roc,C,2023,13914,Gasolina,150,AUTO,True,Madrid,4.24,1.82,1.58,1353,1290,-,205,8.6,6.4,138,1,5,28350
250,Nissan,Nissan QASHQAI,B,2010,112324,Diésel,106,MANUAL,False,Alicante,4.33,1.78,1.62,1407,1513,-,177,12.2,5.1,135,2,5,9800
251,Peugeot,Peugeot Rifter,C,2023,7342,Diésel,130,AUTO,True,Cádiz,4.4,1.85,1.82,1424,,-,184,5.3,159.0,,2,5,31800
252,Mercedes,Mercedes Clase A,C,2020,36170,Gasolina,163,MANUAL,True,Alicante,4.42,1.8,1.44,1355,1195,-,225,8.2,5.9,135,1,5,22438
253,Ford,Ford Kuga,C,2019,144482,Diésel,120,MANUAL,False,Alicante,4.52,1.84,1.75,1751,1603,-,180,13.4,5.2,168,1,5,14800
254,Renault,Renault Kadjar,C,2017,101608,Diésel,110,MANUAL,False,Cáceres,4.45,1.84,1.61,1380,1478,-,182,11.9,3.8,99,2,5,16700
255,Toyota,Toyota C-HR,ECO,2017,106564,Híbrido,122,AUTO,True,Madrid,4.36,1.8,1.56,1495,1160,-,170,11.0,3.8,87,2,5,18900
256,KIA,KIA Ceed,C,2019,79922,Gasolina,120,MANUAL,True,Barcelona,4.31,1.8,1.45,1297,1291,-,190,11.1,5.6,125,2,5,17390
257,Citroën,Citroën C5 Aircross,C,2020,58768,Diésel,131,MANUAL,True,Barcelona,4.5,1.97,1.69,1505,1630,-,189,10.4,5.3,139,2,5,20450
258,Citroën,Citroën C-Elysée,C,2020,95131,Diésel,102,MANUAL,True,Barcelona,4.42,1.75,1.47,1165,,-,190,10.1,4.4,116,2,5,11900
259,Volkswagen,Volkswagen Beetle,C,2013,57804,Gasolina,105,MANUAL,False,Madrid,4.28,1.81,1.49,1274,,-,180,10.9,5.9,137,2,5,14350
260,Seat,Seat Ibiza,ECO,2019,75801,GNC,90,MANUAL,False,Barcelona,4.06,1.78,1.44,1257,,-,180,12.1,5.1,92,2,5,12500
261,Volkswagen,Volkswagen Polo,C,2021,65002,Gasolina,95,MANUAL,False,,4.05,1.75,1.46,1145,1125,-,187,10.8,5.3,104,2,5,14450
262,BMW,BMW X2,C,2022,11904,Diésel,150,MANUAL,False,Madrid,4.36,1.82,1.53,1575,1355,-,207,9.3,4.9,130,1,5,25165
263,Nissan,Nissan QASHQAI,ECO,2021,90736,Híbrido,158,AUTO,False,Badajoz,4.43,1.84,1.63,1511,1593,-,199,9.2,6.6,145,1,5,20041
264,BMW,BMW X4,C,2017,148287,Diésel,190,AUTO,False,Toledo,4.67,1.88,1.62,1815,1400,-,212,8.0,5.4,142,2,5,27650
265,Audi,Audi A4,ECO,2019,43190,Diésel,163,AUTO,False,Madrid,4.76,1.85,1.44,1615,1495,-,210,8.5,5.2,101,1,5,23016
266,Toyota,Toyota Auris,ECO,2017,182277,Híbrido,136,AUTO,True,Madrid,4.33,1.76,1.48,1385,,-,180,10.9,3.9,91,2,5,11900
267,Mercedes,Mercedes Clase A,C,2020,81600,Diésel,116,MANUAL,False,Madrid,4.42,1.8,1.44,1425,1185,-,202,10.6,4.6,120,2,5,21990
268,Hyundai,Hyundai i20,C,2023,9610,Gasolina,100,MANUAL,True,Madrid,4.07,1.78,1.45,1065,1165,-,188,10.4,5.3,121,2,5,18990
269,DS,DS DS 5,C,2017,97635,Diésel,150,MANUAL,False,Córdoba,4.53,1.87,1.54,1537,,-,210,9.8,4.1,113,2,5,16990
270,Seat,Seat Ibiza,B,2015,16435,Diésel,105,MANUAL,False,Girona,4.06,1.69,1.45,1170,847,-,188,10.5,,,1,5,11800
271,Dacia,Dacia Sandero,C,2023,13140,Gasolina,110,MANUAL,True,Badajoz,4.1,1.85,1.54,1096,1108,-,172,12.0,5.5,125,2,5,17300
272,RIMOR,RIMOR Luano Camp,C,2018,90857,Diésel,131,MANUAL,False,La,0.0,0.0,0.0,,,-,,,,,2,5,53990
273,Renault,Renault Scénic,C,2018,79710,Diésel,110,AUTO,False,Cáceres,4.41,1.87,1.65,1501,,-,184,12.4,4.0,104,2,5,17990
274,Renault,Renault Clio,C,2019,44890,Gasolina,76,MANUAL,True,,4.06,1.73,1.45,1090,1146,-,178,12.3,5.0,114,2,5,8512
275,Seat,Seat León,C,2021,47239,Gasolina,150,MANUAL,False,Madrid,4.37,1.8,1.44,1330,,-,217,8.7,5.7,131,2,5,23500
276,Iveco,Iveco Daily,C,2019,151019,Diésel,156,MANUAL,True,Ciudad,5.08,2.01,,,,-,,,,,2,1,19800
277,Toyota,Toyota Auris,ECO,2017,41712,Híbrido,136,AUTO,False,Barcelona,4.33,1.76,1.48,1385,,-,180,10.9,3.5,79,2,5,17990
278,Toyota,Toyota Aygo,C,2018,105787,Gasolina,69,MANUAL,False,Barcelona,3.46,1.62,1.46,855,812,-,160,14.2,4.1,95,2,5,10750
279,Peugeot,Peugeot Partner,C,2015,149685,Diésel,100,MANUAL,False,Barcelona,4.38,1.86,1.86,1320,,-,166,4.3,113.0,,2,5,10990
280,Peugeot,Peugeot 3008,C,2019,143837,Diésel,130,MANUAL,False,Madrid,4.45,1.84,1.62,1417,1482,-,192,10.8,4.2,142,2,5,15700
281,SsangYong,SsangYong Kyron,B,2009,128421,Diésel,138,MANUAL,False,Sevilla,4.66,1.88,1.76,1770,,-,174,7.3,195.0,,1,5,7300
282,Nissan,Nissan PULSAR,C,2016,76587,Diésel,110,MANUAL,True,Barcelona,4.39,1.77,1.52,1306,1385,-,190,11.5,3.6,94,1,5,11990
283,KIA,KIA Sportage,C,2024,312,Híbrido,160,MANUAL,True,Girona,4.51,1.87,1.65,1630,1751,-,192,9.8,6.6,149,2,5,28990
284,Mazda,Mazda CX-30,ECO,2019,84054,Gasolina,122,MANUAL,False,Barcelona,4.39,1.8,1.54,1320,,-,186,10.6,6.2,141,2,5,20890
285,Renault,Renault Clio,ECO,2021,48763,Híbrido,140,AUTO,True,,4.05,1.8,1.44,1323,979,-,186,9.9,4.4,99,2,5,17900
286,Volkswagen,Volkswagen Tiguan,C,2019,59948,Gasolina,150,AUTO,True,Navarra,4.49,1.84,1.65,1568,1655,-,200,9.2,7.3,134,2,5,22231
287,BMW,BMW Serie 5,ECO,2020,88990,Híbrido,190,AUTO,True,Madrid,4.96,1.87,1.48,1670,,-,235,7.2,4.8,127,2,5,37500
288,Opel,Opel Corsa,C,2021,95730,Gasolina,100,MANUAL,False,,4.06,1.77,1.43,1165,,-,188,9.9,5.5,119,2,5,10082
289,Opel,Opel Crossland X,C,2019,108452,Diésel,102,MANUAL,False,Castellón,4.21,1.77,1.61,1289,1255,-,178,11.7,4.0,105,2,5,10661
290,Mercedes,Mercedes Citan,C,2021,69440,Diésel,95,MANUAL,True,Castellón,4.32,1.83,1.82,1290,,-,,117.0,,,2,5,12933
291,Ford,Ford Tourneo Courier,C,2017,77000,Gasolina,100,MANUAL,False,Alicante,4.16,1.76,1.73,1190,1656,-,173,12.3,5.2,120,1,5,12300
292,Volvo,Volvo S60,C,2016,96213,Diésel,150,MANUAL,False,Córdoba,4.64,1.87,1.48,1644,,-,215,9.0,3.9,102,2,5,16990
293,Nissan,Nissan QASHQAI,C,2016,73104,Diésel,110,MANUAL,False,Valencia,4.38,1.81,1.59,1365,1598,-,182,11.9,4.0,103,2,5,16490
294,Renault,Renault Captur,C,2024,2938,Gasolina,90,MANUAL,False,Córdoba,4.23,1.8,1.58,1201,1275,-,168,14.0,6.0,132,2,5,20990
295,BMW,BMW Serie 2,C,2015,135686,Diésel,190,AUTO,False,Madrid,4.43,1.77,1.41,1610,,-,225,7.5,4.4,116,2,5,22500
296,Peugeot,Peugeot 307,B,2006,198752,Diésel,90,MANUAL,False,Barcelona,4.42,1.76,1.54,1393,1675,-,174,12.8,5.0,131,1,3,2900
297,Renault,Renault Captur,C,2017,138336,Diésel,90,MANUAL,False,Sevilla,4.12,1.78,1.57,1178,1235,-,171,13.1,3.7,95,1,5,11900
298,Ford,Ford Tourneo Courier,C,2018,52718,Gasolina,100,MANUAL,True,Córdoba,4.16,1.76,1.77,1190,1785,-,169,12.3,5.8,131,2,5,13750
299,Citroën,Citroën C3 Aircross,C,2021,75906,Gasolina,110,MANUAL,True,Zaragoza,4.15,1.76,1.64,1179,1289,-,190,10.1,6.2,141,2,5,11561
300,Mercedes,Mercedes GLB,C,2022,27196,Diésel,150,AUTO,True,La,4.63,1.83,1.66,1680,1805,-,204,9.0,5.5,144,2,5,46500
301,Volkswagen,Volkswagen Polo,C,2015,108608,Gasolina,75,MANUAL,True,Sevilla,3.97,1.68,1.45,1055,952,-,173,14.3,4.8,108,2,3,9590
302,Volkswagen,Volkswagen Polo,C,2020,120174,Gasolina,115,AUTO,True,Almería,4.05,1.75,1.46,1190,1125,-,200,9.5,6.0,108,2,5,17500
303,Nissan,Nissan Pixo,C,2009,150729,Gasolina,68,MANUAL,False,Madrid,3.57,1.6,1.47,855,774,-,155,14.0,4.4,103,2,1,4500
304,Ford,Ford Fiesta,ECO,2022,57963,Híbrido,125,MANUAL,False,Sevilla,4.07,1.74,1.48,1211,1093,-,200,9.4,5.0,114,2,5,15950
305,Opel,Opel Astra,B,2014,94208,Diésel,130,MANUAL,True,Barcelona,4.42,1.81,1.51,1503,1235,-,198,10.6,4.3,110,2,5,9450
306,Volkswagen,Volkswagen Polo,B,2004,199505,Gasolina,75,MANUAL,False,Madrid,3.9,1.65,1.47,1065,1030,-,172,12.9,6.4,154,1,2,2500
307,Volvo,Volvo XC60,C,2018,87814,Diésel,150,MANUAL,False,Barcelona,4.69,1.9,1.66,1764,1432,-,190,10.2,5.0,131,2,5,24790
308,Mazda,Mazda CX-5,C,2016,179232,Diésel,150,AUTO,False,Girona,4.56,1.84,1.71,1570,1620,-,194,10.2,5.5,144,2,5,15400
309,Volkswagen,Volkswagen Golf,B,2014,55524,Diésel,150,MANUAL,False,Barcelona,4.26,1.8,1.45,1354,1270,-,216,8.6,4.1,106,2,5,17500
310,Mercedes,Mercedes GLA,C,2017,78624,Diésel,136,AUTO,False,,4.42,1.8,1.49,1505,1235,-,205,9.5,4.2,110,2,5,22990
311,Audi,Audi A1,C,2015,95911,Diésel,90,MANUAL,False,Madrid,3.97,1.75,1.42,1195,920,-,182,11.6,3.4,91,2,5,12900
312,Mazda,Mazda Mazda3,ECO,2022,39094,Híbrido,186,MANUAL,False,Santander,4.46,1.8,1.44,1274,1026,-,216,8.2,5.2,118,2,5,25990
313,Ford,Ford Fiesta,ECO,2022,29554,Híbrido,125,MANUAL,False,Málaga,4.07,1.74,1.51,1211,1093,-,200,9.4,5.1,116,2,5,17300
314,Ford,Ford Transit Connect,C,2021,129836,Diésel,100,MANUAL,True,Toledo,4.82,1.84,1.83,1435,,-,160,4.9,137.0,,2,5,15200
315,Hyundai,Hyundai Tucson,C,2018,137375,Diésel,115,MANUAL,True,Madrid,4.47,1.85,1.66,1425,1503,-,176,13.7,4.6,119,2,5,17990
316,Seat,Seat Ibiza,C,2016,76839,Gasolina,90,MANUAL,False,Barcelona,4.06,1.69,1.45,1089,847,-,184,10.7,4.9,116,1,5,11990
317,Mercedes,Mercedes Clase A,C,2020,96114,Diésel,116,AUTO,False,Girona,4.42,1.8,1.44,1425,1185,-,202,10.6,4.6,120,2,5,25990
318,Chevrolet,Chevrolet Aveo,C,2012,129273,Gasolina,86,MANUAL,False,Vizcaya,4.4,1.74,1.52,1178,,-,171,13.4,5.5,129,1,2,3800
319,Seat,Seat León,C,2016,134367,Diésel,110,MANUAL,False,,4.26,1.82,1.46,1260,1210,-,194,10.5,4.0,102,1,5,10900
320,Opel,Opel Insignia,C,2017,119042,Diésel,136,MANUAL,True,Alicante,4.84,1.86,1.5,1571,1470,-,210,10.9,3.9,104,2,5,12800
321,Ford,Ford Focus,B,2009,176264,Diésel,109,MANUAL,False,Córdoba,4.34,1.84,1.5,1385,1258,-,188,10.9,4.5,119,2,5,5350
322,Ford,Ford Transit Courier,C,2015,82568,Gasolina,100,MANUAL,True,Barcelona,4.16,1.76,1.75,1210,,-,173,5.3,120.0,,1,5,12390
323,Renault,Renault Mégane,C,2009,94397,Gasolina,100,MANUAL,False,,4.3,1.81,1.47,1205,1190,-,190,10.9,6.7,159,2,5,5900
324,Peugeot,Peugeot 5008,C,2016,116681,Diésel,150,MANUAL,False,Alicante,4.53,1.84,1.65,1530,1754,-,195,9.9,4.1,108,2,5,13500
325,Opel,Opel Grandland X,C,2018,107983,Diésel,130,MANUAL,False,Cádiz,4.48,1.86,1.61,1435,1652,-,195,4.2,110.0,,1,5,16990
326,Fiat,Fiat 500,ECO,2022,54209,Híbrido,70,MANUAL,False,Gipuzkoa,3.57,1.63,1.49,980,550,-,167,13.8,5.4,116,2,5,11350
327,Mercedes,Mercedes Clase A,C,2018,70651,Gasolina,122,AUTO,False,Girona,4.3,1.78,1.43,1370,1157,-,202,8.9,5.5,127,1,5,21390
328,Opel,Opel Corsa,B,2013,77620,Diésel,75,MANUAL,False,Barcelona,4.0,1.74,1.49,1255,1100,-,163,14.9,4.2,112,1,5,8750
329,Opel,Opel Zafira Tourer,C,2016,103136,Diésel,120,MANUAL,False,Murcia,4.66,1.93,1.69,1701,1860,-,186,12.7,4.5,119,2,5,12750
330,Toyota,Toyota C-HR,ECO,2020,76657,Híbrido,122,AUTO,True,Alicante,4.39,1.8,1.56,1495,1102,-,170,11.0,4.9,111,2,5,22900
331,Mini,Mini MINI,C,2007,91930,Gasolina,120,AUTO,False,Barcelona,3.7,1.68,1.41,1140,,-,203,9.1,5.8,139,1,5,8500
332,Lexus,Lexus CT,ECO,2018,66873,Híbrido,136,AUTO,False,Alicante,4.35,1.77,1.46,1410,985,-,180,10.3,3.8,88,2,5,18900
333,Fiat,Fiat 500,ECO,2022,31432,Híbrido,70,MANUAL,False,Gipuzkoa,3.57,1.63,1.49,980,550,-,167,13.8,5.4,116,2,5,11650
